sampleID,read_count,Lactobacillus_crispatus,Lactobacillus_iners,Lactobacillus_jensenii,g_Lactobacillus,Lactobacillus_gasseri,g_Streptococcus,g_Anaerococcus,Prevotella_amnii,Prevotella_bivia,Prevotella_timonensis,BVAB1,g_Peptoniphilus,g_Megasphaera,g_Ureaplasma,g_Finegoldia,Prevotella_colorans,Sneathia_amnii,g_Limosilactobacillus,g_Dialister,g_Corynebacterium,g_Actinotignum,Atopobium_vaginae,g_Fusobacterium,g_Prevotella_7,g_Aerococcus,g_Varibaculum,g_Veillonella,g_Parvimonas,g_Ezakiella,g_Staphylococcus,g_Porphyromonas,g_Saccharimonadales,f_Veillonellaceae,g_Actinomyces,g_Methylobacterium-Methylorubrum,Prevotella_buccalis,BVAB2/BVAB3,Sneathia_sanguinegens,g_Fenollaria,Prevotella_disiens,g_DNF00809,g_[Eubacterium]_coprostanoligenes_group,g_Alloprevotella,g_Sutterella,g_Clostridium_sensu_stricto_1,g_Fretibacterium,Prevotella_bacterium,g_Mycoplasma,Prevotella_salivae,g_Treponema,o_Bacteroidales,g_Burkholderia-Caballeronia-Paraburkholderia,g_Facklamia,Gardnerella_bacterium,g_Erysipelotrichaceae_UCG-006,g_Phyllobacterium,g_Escherichia-Shigella,Gardnerella_vaginalis,g_Peptostreptococcus,g_Muribaculaceae,g_Oligella,f_Propionibacteriaceae,g_Rikenellaceae_RC9_gut_group,g_Actinobaculum,g_Solobacterium,g_Campylobacter,Prevotella_oulorum,g_Ligilactobacillus,g_Prevotella,g_Lentimicrobium,g_Blastococcus,g_Turicella,g_Catonella,g_Brevundimonas,g_Bacteroides,Prevotella_sp.,g_Selenomonas,g_Gemella,g_Sphingopyxis,Lactobacillus_paragasseri,g_Tannerella,g_Weeksella,g_Mobiluncus,g_Cutibacterium,g_Bradyrhizobium,g_0319-6G20,g_Craurococcus-Caldovatus,g_Bulleidia,f_Micrococcaceae,g_Enterococcus,g_Lacticaseibacillus,g_Geodermatophilus,g_Chloroplast,g_Brevibacterium,g_Brachybacterium,f_Enterobacteriaceae,g_Trueperella,g_Oribacterium,Atopobium_unidentified,g_Kocuria,f_Microbacteriaceae,g_Pelomonas,g_uncultured,g_Haemophilus,g_Roseomonas,Prevotella_unidentified,g_Howardella,o_Lactobacillales,g_Helcococcus,Fastidiosipila_sanguinis,g_Curtobacterium,g_Sphingobium,Prevotella_aurantiaca,f_Lachnospiraceae,g_Acinetobacter,g_Clostridia_UCG-014,g_Bilophila,g_Arcanobacterium,g_Elizabethkingia,g_Polaromonas,g_Stenotrophomonas,Atopobium_sp.,Atopobium_rimae,g_Acidovorax,Prevotella_bergensis,g_[Eubacterium]_nodatum_group,Lactobacillus_bacterium,g_Chthonomonadales,g_Parcubacteria,g_Rubellimicrobium,g_Flavobacterium,g_Aeromicrobium,f_Rhizobiaceae,g_Eubacterium,f_Aerococcaceae,I-A_sim,I-B_sim,II_sim,III-A_sim,III-B_sim,IV-A_sim,IV-B_sim,IV-C0_sim,IV-C1_sim,IV-C2_sim,IV-C3_sim,IV-C4_sim,V_sim,subCST,score,CST
4985-M225-MS28F-388R,14944.0,0.0,6486.0,0.0,0.0,0.0,0.0,0.0,6294.0,0.0,0.0,0.0,0.0,1103.0,0.0,0.0,0.0,71.0,0.0,59.0,0.0,0.0,488.0,0.0,0.0,34.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,40.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001588230523886475,0.0312936935974215,0.03502021397330185,0.4901930534380971,0.5281126331069247,0.0826076353562425,0.13806498465267406,0.08228703922855844,0.013360267803397712,0.00921187126895026,0.0008398224965621887,0.0998127638208221,0.1797441985773079,III-B,0.5281126331069247,III
4985-M226-MS28F-388R,14665.0,14215.0,0.0,75.0,0.0,0.0,317.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9992826241777685,0.9073880652992365,0.00451570850480455,0.0017587292742065046,0.09876846495927492,0.0013173460497898355,0.010016600415570493,0.04227460552524217,0.016948131140804287,0.027156370286870294,0.004638688193942272,0.008534166206872655,0.028349172841784735,I-A,0.9992826241777685,I
4985-M228-MS28F-388R,11809.0,11809.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9979860549729969,0.890806234806954,0.004193120798228796,0.001591838274619293,0.09688888141773822,0.0012435733627322104,0.009603581466816108,0.03962959560311968,0.006157886046678988,0.026088025338772303,0.0024538645701809958,0.00644497651882607,0.025702102476725348,I-A,0.9979860549729969,I
4985-M230-MS28F-388R,13298.0,0.0,0.0,9223.0,207.0,2305.0,12.0,267.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,196.0,0.0,0.0,0.0,8.0,644.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,12.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,30.0,27.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004995755930814078,0.03314117881862377,0.13957771414311815,0.016567541451430162,0.01869000315165552,0.0006233107486621294,0.0052988804430705964,0.019153542027761143,0.005719415990966705,0.006771109345722816,0.003174161565804879,0.008236869412975653,0.7548993853108549,V,0.7548993853108549,V
4985-M231-MS28F-388R,19281.0,19210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9982767694304545,0.8927564367427699,0.00420040672756709,0.0015925901641482016,0.09705927843086089,0.0012474532784536032,0.009634049105732083,0.03979517855751574,0.00616839058430828,0.026126216605668287,0.002465257296264119,0.006462348936400971,0.02575062958764087,I-A,0.9982767694304545,I
4985-M233-MS28F-388R,16567.0,0.0,7610.0,0.0,0.0,0.0,0.0,0.0,2725.0,0.0,0.0,0.0,0.0,1347.0,0.0,0.0,0.0,2842.0,0.0,142.0,3.0,0.0,568.0,0.0,0.0,439.0,0.0,0.0,402.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,177.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001816236843741662,0.03733871574132578,0.04217604967040321,0.6085334463787729,0.7172985475182737,0.09678277666248938,0.17707854931567973,0.11536426961423078,0.016131951483117395,0.011083092546197996,0.0017507592547733551,0.12702110185345694,0.22862977038344673,III-B,0.7172985475182737,III
4985-M234-MS28F-388R,13799.0,13655.0,16.0,0.0,2.0,0.0,44.0,0.0,0.0,24.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9987647938099237,0.8965830304448575,0.004305067939737187,0.0021905824811251397,0.09805282675584938,0.0013246555786603454,0.009843771317273348,0.040418670475328475,0.007731797436307837,0.02631039521812204,0.0027914490929938016,0.006791196442290725,0.02608216712353072,I-A,0.9987647938099237,I
4985-M236-MS28F-388R,2349.0,0.0,2340.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024696210875959114,0.04264649212203985,0.04533419796726917,0.9905686568564962,0.7769409301964467,0.05095911070980283,0.10940360099243701,0.07116646350279421,0.017171086875758936,0.011413487482700057,0.0009162692176472821,0.11796587863448428,0.23268560135083946,III-A,0.9905686568564962,III
4985-M237-MS28F-388R,6961.0,1985.0,0.0,4467.0,0.0,0.0,330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24642692672439728,0.29526504380756247,0.005450265860387652,0.015587196910986315,0.059813395189951726,0.00106938027141052,0.009274966156751843,0.03578494992462983,0.039507345137285495,0.016527575873386394,0.00907878232464181,0.013146343882112742,0.7010572310547076,V,0.7010572310547076,V
4985-M241-MS28F-388R,11424.0,11359.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,18.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9984403335659694,0.8939185675999084,0.0042447985885311285,0.0016019864559352333,0.09719308726056397,0.0012649124998211228,0.009676582927892342,0.04007184700592193,0.0062109436066427465,0.026151090304463928,0.0024884832932404043,0.006492184530689381,0.025800195838959105,I-A,0.9984403335659694,I
4985-M242-MS28F-388R,9978.0,0.0,9949.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024499803948424504,0.04251991758763185,0.04530663371062667,0.9901626103634122,0.7762476379775094,0.05093825926379016,0.10937023073536782,0.07108773154433713,0.017169901117772248,0.011398011344772991,0.0009532912392879119,0.11787755551261139,0.2302835868889199,III-A,0.9901626103634122,III
4985-M253-MS28F-388R,18053.0,18038.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9980568178577354,0.8912669322687454,0.004372692965773859,0.001593197172707409,0.09692879963902944,0.0012444641844014555,0.009610422914894654,0.03966764458337386,0.006163748870347694,0.02610171685437563,0.002456562480763484,0.006450121208170104,0.025722259951815724,I-A,0.9980568178577354,I
4985-M254-MS28F-388R,16663.0,16575.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9984084042157186,0.8937258555076099,0.005181312026184816,0.0016007822585680212,0.09714891469760079,0.0012507936374447405,0.009654857416516923,0.03993129950595639,0.006200214159867443,0.026172551856922705,0.002484213107701497,0.006484829937708184,0.025827241372021213,I-A,0.9984084042157186,I
4985-M255-MS28F-388R,11232.0,11232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9979860549729969,0.890806234806954,0.004193120798228796,0.001591838274619293,0.09688888141773822,0.0012435733627322104,0.009603581466816108,0.03962959560311968,0.006157886046678988,0.026088025338772303,0.0024538645701809958,0.00644497651882607,0.025702102476725348,I-A,0.9979860549729969,I
4985-M257-MS28F-388R,9596.0,0.0,0.0,0.0,8774.0,0.0,0.0,101.0,0.0,0.0,11.0,0.0,109.0,0.0,0.0,109.0,0.0,0.0,98.0,0.0,149.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,4.0,0.0,4.0,0.0,0.0031800724724206177,0.009432178327628975,0.0005509575898945641,0.00027964595157022656,0.0036492475067652482,0.0003620630642398868,0.0008734684572857651,0.0027634523338565414,0.00043431230074965143,0.00012805090851966583,0.0005254739424825145,0.0008113375750685597,0.0015553923411889862,I-B,0.009432178327628975,I
4985-M261-MS28F-388R,15070.0,0.0,13558.0,1370.0,0.0,0.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002950870956069741,0.04664014821382576,0.04710438154713544,0.9951134128085695,0.8295674172794065,0.054543698755003915,0.11794955858884919,0.0793241368033807,0.022988527111613723,0.012365737428166348,0.0020539386183481816,0.1256561494191834,0.3081129663798481,III-A,0.9951134128085695,III
